suite,variant,kind,threads,run_id,seed,wall_time_s,energy_j,avg_power_w,final_best_global,return_code
main,onemax_elite_seq,seq,,1,20000,0.196559,2.995720,15.240834,2768.000000,0
main,onemax_elite_seq,seq,,2,22500,0.187465,3.022026,16.120466,2751.000000,0
main,onemax_elite_seq,seq,,3,25000,0.187783,3.136833,16.704576,2771.000000,0
main,onemax_elite_seq,seq,,4,27500,0.187750,3.207511,17.083934,2767.000000,0
main,onemax_elite_seq,seq,,5,30000,0.189887,3.117423,16.417281,2762.000000,0
main,onemax_elite_seq,seq,,6,32500,0.188776,3.138236,16.624098,2801.000000,0
main,onemax_elite_seq,seq,,7,35000,0.189003,3.327994,17.608165,2766.000000,0
main,onemax_elite_seq,seq,,8,37500,0.193162,3.435172,17.783871,2796.000000,0
main,onemax_elite_seq,seq,,9,40000,0.187831,3.071037,16.350027,2783.000000,0
main,onemax_elite_seq,seq,,10,42500,0.188881,3.301810,17.480935,2771.000000,0
main,onemax_elite_seq,seq,,11,45000,0.188748,3.386527,17.942029,2755.000000,0
main,onemax_elite_seq,seq,,12,47500,0.187833,3.094048,16.472342,2790.000000,0
main,onemax_elite_seq,seq,,13,50000,0.190173,3.486747,18.334584,2772.000000,0
main,onemax_elite_seq,seq,,14,52500,0.195393,3.624930,18.551966,2765.000000,0
main,onemax_elite_seq,seq,,15,55000,0.191671,3.500968,18.265518,2797.000000,0
main,onemax_elite_paral,omp,4,1,20000,0.196643,5.039355,25.626893,2807.000000,0
main,onemax_elite_paral,omp,4,2,22500,0.135800,3.888174,28.631554,2767.000000,0
main,onemax_elite_paral,omp,4,3,25000,0.130913,3.670706,28.039348,2747.000000,0
main,onemax_elite_paral,omp,4,4,27500,0.141501,4.026234,28.453746,2781.000000,0
main,onemax_elite_paral,omp,4,5,30000,0.186458,4.902271,26.291617,2808.000000,0
main,onemax_elite_paral,omp,4,6,32500,0.135059,3.757376,27.820287,2777.000000,0
main,onemax_elite_paral,omp,4,7,35000,0.129401,3.617300,27.954087,2786.000000,0
main,onemax_elite_paral,omp,4,8,37500,0.129602,3.674979,28.355949,2763.000000,0
main,onemax_elite_paral,omp,4,9,40000,0.131338,3.642386,27.732932,2765.000000,0
main,onemax_elite_paral,omp,4,10,42500,0.133212,3.708121,27.836256,2787.000000,0
main,onemax_elite_paral,omp,4,11,45000,0.176635,4.529225,25.641762,2764.000000,0
main,onemax_elite_paral,omp,4,12,47500,0.187541,4.914599,26.205508,2763.000000,0
main,onemax_elite_paral,omp,4,13,50000,0.134030,3.882375,28.966491,2776.000000,0
main,onemax_elite_paral,omp,4,14,52500,0.182316,4.774340,26.187113,2785.000000,0
main,onemax_elite_paral,omp,4,15,55000,0.157958,4.178517,26.453307,2766.000000,0
main,onemax_elite_dist,mpi,,1,20000,1.895003,26.246698,13.850478,3163.000000,0
main,onemax_elite_dist,mpi,,2,22500,1.157557,20.524300,17.730705,3141.000000,0
main,onemax_elite_dist,mpi,,3,25000,1.315409,22.614871,17.192280,3168.000000,0
main,onemax_elite_dist,mpi,,4,27500,1.205267,24.642699,20.445847,3160.000000,0
main,onemax_elite_dist,mpi,,5,30000,1.184357,19.876048,16.782138,3152.000000,0
main,onemax_elite_dist,mpi,,6,32500,1.260029,21.418159,16.998141,3153.000000,0
main,onemax_elite_dist,mpi,,7,35000,1.250016,23.198366,18.558457,3157.000000,0
main,onemax_elite_dist,mpi,,8,37500,1.213682,24.934384,20.544416,3165.000000,0
main,onemax_elite_dist,mpi,,9,40000,1.185171,20.065684,16.930627,3140.000000,0
main,onemax_elite_dist,mpi,,10,42500,1.187533,22.285221,18.765985,3155.000000,0
main,onemax_elite_dist,mpi,,11,45000,1.280490,20.374216,15.911264,3173.000000,0
main,onemax_elite_dist,mpi,,12,47500,1.246244,24.693418,19.814274,3144.000000,0
main,onemax_elite_dist,mpi,,13,50000,1.230037,22.830874,18.561125,3156.000000,0
main,onemax_elite_dist,mpi,,14,52500,1.264954,20.212107,15.978526,3148.000000,0
main,onemax_elite_dist,mpi,,15,55000,1.186430,19.274914,16.246140,3186.000000,0
main,onemax_elite_hibr,hybrid,4,1,20000,1.384301,27.212760,19.658121,3148.000000,0
main,onemax_elite_hibr,hybrid,4,2,22500,1.370630,26.154596,19.082170,3144.000000,0
main,onemax_elite_hibr,hybrid,4,3,25000,1.368459,27.505179,20.099374,3137.000000,0
main,onemax_elite_hibr,hybrid,4,4,27500,1.413431,26.622369,18.835279,3187.000000,0
main,onemax_elite_hibr,hybrid,4,5,30000,1.376998,26.330560,19.121708,3168.000000,0
main,onemax_elite_hibr,hybrid,4,6,32500,1.296667,25.520076,19.681281,3154.000000,0
main,onemax_elite_hibr,hybrid,4,7,35000,1.324939,24.454527,18.457094,3168.000000,0
main,onemax_elite_hibr,hybrid,4,8,37500,1.294199,25.375118,19.606818,3145.000000,0
main,onemax_elite_hibr,hybrid,4,9,40000,1.690351,33.751073,19.966898,3145.000000,0
main,onemax_elite_hibr,hybrid,4,10,42500,2.327485,42.870862,18.419397,3153.000000,0
main,onemax_elite_hibr,hybrid,4,11,45000,1.378089,25.975458,18.848892,3179.000000,0
main,onemax_elite_hibr,hybrid,4,12,47500,1.339348,25.109616,18.747640,3148.000000,0
main,onemax_elite_hibr,hybrid,4,13,50000,1.297202,23.762512,18.318275,3151.000000,0
main,onemax_elite_hibr,hybrid,4,14,52500,1.365806,26.429619,19.350937,3178.000000,0
main,onemax_elite_hibr,hybrid,4,15,55000,1.378409,25.893794,18.785278,3157.000000,0
main,onemax_izhi_seq,seq,,1,20000,0.219921,2.879204,13.091973,2775.000000,0
main,onemax_izhi_seq,seq,,2,22500,0.218957,2.834404,12.945004,2753.000000,0
main,onemax_izhi_seq,seq,,3,25000,0.217528,2.884331,13.259567,2775.000000,0
main,onemax_izhi_seq,seq,,4,27500,0.219204,2.921623,13.328348,2772.000000,0
main,onemax_izhi_seq,seq,,5,30000,0.218421,3.222282,14.752641,2785.000000,0
main,onemax_izhi_seq,seq,,6,32500,0.221844,3.053520,13.764236,2781.000000,0
main,onemax_izhi_seq,seq,,7,35000,0.220461,3.023247,13.713295,2735.000000,0
main,onemax_izhi_seq,seq,,8,37500,0.219828,2.903496,13.208013,2772.000000,0
main,onemax_izhi_seq,seq,,9,40000,0.204341,3.102653,15.183735,2793.000000,0
main,onemax_izhi_seq,seq,,10,42500,0.211142,3.082451,14.598939,2761.000000,0
main,onemax_izhi_seq,seq,,11,45000,0.213639,3.011650,14.096897,2772.000000,0
main,onemax_izhi_seq,seq,,12,47500,0.219954,2.981255,13.553970,2774.000000,0
main,onemax_izhi_seq,seq,,13,50000,0.220646,2.963676,13.431786,2795.000000,0
main,onemax_izhi_seq,seq,,14,52500,0.219809,2.987053,13.589338,2767.000000,0
main,onemax_izhi_seq,seq,,15,55000,0.220739,3.185050,14.429010,2768.000000,0
main,onemax_izhi_paral,omp,4,1,20000,0.147959,3.299735,22.301746,2798.000000,0
main,onemax_izhi_paral,omp,4,2,22500,0.187043,4.737354,25.327591,2773.000000,0
main,onemax_izhi_paral,omp,4,3,25000,0.151344,3.246818,21.453174,2755.000000,0
main,onemax_izhi_paral,omp,4,4,27500,0.137096,3.660513,26.700454,2779.000000,0
main,onemax_izhi_paral,omp,4,5,30000,0.187333,4.684559,25.006543,2802.000000,0
main,onemax_izhi_paral,omp,4,6,32500,0.144727,3.376640,23.331034,2790.000000,0
main,onemax_izhi_paral,omp,4,7,35000,0.138316,3.660330,26.463588,2760.000000,0
main,onemax_izhi_paral,omp,4,8,37500,0.150902,3.170402,21.009667,2744.000000,0
main,onemax_izhi_paral,omp,4,9,40000,0.147715,3.253776,22.027420,2759.000000,0
main,onemax_izhi_paral,omp,4,10,42500,0.149293,3.249015,21.762652,2780.000000,0
main,onemax_izhi_paral,omp,4,11,45000,0.142782,3.425773,23.993079,2737.000000,0
main,onemax_izhi_paral,omp,4,12,47500,0.141301,3.483267,24.651424,2763.000000,0
main,onemax_izhi_paral,omp,4,13,50000,0.141598,3.469535,24.502651,2779.000000,0
main,onemax_izhi_paral,omp,4,14,52500,0.137737,3.601248,26.145809,2791.000000,0
main,onemax_izhi_paral,omp,4,15,55000,0.154473,3.145438,20.362386,2794.000000,0
main,onemax_izhi_dist,mpi,,1,20000,1.200252,17.816117,14.843649,3163.000000,0
main,onemax_izhi_dist,mpi,,2,22500,1.257100,21.321357,16.960748,3141.000000,0
main,onemax_izhi_dist,mpi,,3,25000,1.290440,20.075205,15.556872,3168.000000,0
main,onemax_izhi_dist,mpi,,4,27500,1.173342,18.956067,16.155620,3160.000000,0
main,onemax_izhi_dist,mpi,,5,30000,1.200997,18.188491,15.144496,3152.000000,0
main,onemax_izhi_dist,mpi,,6,32500,1.249066,18.217239,14.584690,3153.000000,0
main,onemax_izhi_dist,mpi,,7,35000,1.311956,21.310066,16.242968,3157.000000,0
main,onemax_izhi_dist,mpi,,8,37500,1.259155,18.800733,14.931227,3165.000000,0
main,onemax_izhi_dist,mpi,,9,40000,1.184900,19.279064,16.270629,3140.000000,0
main,onemax_izhi_dist,mpi,,10,42500,1.214363,16.650836,13.711581,3155.000000,0
main,onemax_izhi_dist,mpi,,11,45000,1.409735,20.539376,14.569676,3173.000000,0
main,onemax_izhi_dist,mpi,,12,47500,1.625004,21.256904,13.081139,3144.000000,0
main,onemax_izhi_dist,mpi,,13,50000,1.141592,16.709125,14.636685,3156.000000,0
main,onemax_izhi_dist,mpi,,14,52500,2.377151,39.642415,16.676440,3148.000000,0
main,onemax_izhi_dist,mpi,,15,55000,1.948176,26.641106,13.674899,3186.000000,0
main,onemax_izhi_hibr,hybrid,4,1,20000,1.367339,26.343316,19.266121,3165.000000,0
main,onemax_izhi_hibr,hybrid,4,2,22500,1.343102,26.415094,19.667224,3123.000000,0
main,onemax_izhi_hibr,hybrid,4,3,25000,1.365094,26.755180,19.599509,3161.000000,0
main,onemax_izhi_hibr,hybrid,4,4,27500,1.318743,25.204892,19.112813,3166.000000,0
main,onemax_izhi_hibr,hybrid,4,5,30000,1.347905,24.557249,18.218832,3164.000000,0
main,onemax_izhi_hibr,hybrid,4,6,32500,1.462756,26.038508,17.800997,3146.000000,0
main,onemax_izhi_hibr,hybrid,4,7,35000,1.313884,24.678953,18.783203,3149.000000,0
main,onemax_izhi_hibr,hybrid,4,8,37500,1.343299,24.259399,18.059564,3163.000000,0
main,onemax_izhi_hibr,hybrid,4,9,40000,1.402071,26.028314,18.564196,3133.000000,0
main,onemax_izhi_hibr,hybrid,4,10,42500,1.273850,23.376283,18.350893,3159.000000,0
main,onemax_izhi_hibr,hybrid,4,11,45000,1.384103,24.034912,17.364976,3150.000000,0
main,onemax_izhi_hibr,hybrid,4,12,47500,1.374595,27.869436,20.274647,3143.000000,0
main,onemax_izhi_hibr,hybrid,4,13,50000,1.427395,25.944758,18.176303,3154.000000,0
main,onemax_izhi_hibr,hybrid,4,14,52500,1.398782,24.500120,17.515318,3162.000000,0
main,onemax_izhi_hibr,hybrid,4,15,55000,1.319630,25.704524,19.478578,3179.000000,0
perf,onemax_elite_seq,seq,,1,20000,0.229569,2.769768,12.065056,2768.000000,0
perf,onemax_elite_seq,seq,,2,20000,0.226924,2.797966,12.329978,2768.000000,0
perf,onemax_elite_seq,seq,,3,20000,0.226132,2.798943,12.377489,2768.000000,0
perf,onemax_elite_seq,seq,,4,20000,0.210402,3.009392,14.303084,2768.000000,0
perf,onemax_elite_seq,seq,,5,20000,0.217922,2.990410,13.722387,2768.000000,0
perf,onemax_elite_seq,seq,,6,20000,0.218663,3.389517,15.501099,2768.000000,0
perf,onemax_elite_seq,seq,,7,20000,0.217311,2.876031,13.234640,2768.000000,0
perf,onemax_elite_seq,seq,,8,20000,0.224816,2.858025,12.712740,2768.000000,0
perf,onemax_elite_seq,seq,,9,20000,0.224924,2.856621,12.700398,2768.000000,0
perf,onemax_elite_seq,seq,,10,20000,0.225501,2.864068,12.700916,2768.000000,0
perf,onemax_elite_seq,seq,,11,20000,0.223682,2.792473,12.484133,2768.000000,0
perf,onemax_elite_seq,seq,,12,20000,0.223830,2.847649,12.722357,2768.000000,0
perf,onemax_elite_seq,seq,,13,20000,0.222151,2.821160,12.699271,2768.000000,0
perf,onemax_elite_seq,seq,,14,20000,0.224889,2.909966,12.939574,2768.000000,0
perf,onemax_elite_seq,seq,,15,20000,0.225378,2.851555,12.652342,2768.000000,0
perf,onemax_elite_seq,seq,,16,20000,0.224660,2.869438,12.772340,2768.000000,0
perf,onemax_elite_seq,seq,,17,20000,0.220771,2.884026,13.063415,2768.000000,0
perf,onemax_elite_seq,seq,,18,20000,0.222104,2.857231,12.864373,2768.000000,0
perf,onemax_elite_seq,seq,,19,20000,0.207610,3.007317,14.485430,2768.000000,0
perf,onemax_elite_seq,seq,,20,20000,0.212893,2.966789,13.935615,2768.000000,0
perf,onemax_elite_seq,seq,,21,20000,0.212651,2.973015,13.980747,2768.000000,0
perf,onemax_elite_seq,seq,,22,20000,0.213568,2.997551,14.035603,2768.000000,0
perf,onemax_elite_seq,seq,,23,20000,0.213535,2.975944,13.936562,2768.000000,0
perf,onemax_elite_seq,seq,,24,20000,0.213408,2.990776,14.014350,2768.000000,0
perf,onemax_elite_seq,seq,,25,20000,0.212885,2.960442,13.906305,2768.000000,0
perf,onemax_elite_dist,mpi,,1,20000,1.314124,18.357375,13.969291,3163.000000,0
perf,onemax_elite_dist,mpi,,2,20000,1.272024,19.283397,15.159621,3163.000000,0
perf,onemax_elite_dist,mpi,,3,20000,1.825412,26.564263,14.552473,3163.000000,0
perf,onemax_elite_dist,mpi,,4,20000,2.089670,33.324499,15.947254,3163.000000,0
perf,onemax_elite_dist,mpi,,5,20000,1.383133,19.274182,13.935159,3163.000000,0
perf,onemax_elite_dist,mpi,,6,20000,1.246049,17.812149,14.294901,3163.000000,0
perf,onemax_elite_dist,mpi,,7,20000,1.279514,19.376659,15.143765,3163.000000,0
perf,onemax_elite_dist,mpi,,8,20000,1.289744,20.403756,15.820006,3163.000000,0
perf,onemax_elite_dist,mpi,,9,20000,1.318706,18.188003,13.792313,3163.000000,0
perf,onemax_elite_dist,mpi,,10,20000,1.401400,19.395275,13.839932,3163.000000,0
perf,onemax_elite_dist,mpi,,11,20000,1.329698,19.369518,14.566851,3163.000000,0
perf,onemax_elite_dist,mpi,,12,20000,1.342623,18.668104,13.904204,3163.000000,0
perf,onemax_elite_dist,mpi,,13,20000,1.197262,16.638874,13.897437,3163.000000,0
perf,onemax_elite_dist,mpi,,14,20000,1.282566,18.219130,14.205218,3163.000000,0
perf,onemax_elite_dist,mpi,,15,20000,1.352294,19.436413,14.372922,3163.000000,0
perf,onemax_elite_dist,mpi,,16,20000,1.272395,18.421950,14.478171,3163.000000,0
perf,onemax_elite_dist,mpi,,17,20000,1.210232,19.318798,15.962884,3163.000000,0
perf,onemax_elite_dist,mpi,,18,20000,1.304896,20.391000,15.626537,3163.000000,0
perf,onemax_elite_dist,mpi,,19,20000,1.354189,19.520885,14.415189,3163.000000,0
perf,onemax_elite_dist,mpi,,20,20000,1.308017,18.044327,13.795179,3163.000000,0
perf,onemax_elite_dist,mpi,,21,20000,1.613233,19.172192,11.884330,3163.000000,0
perf,onemax_elite_dist,mpi,,22,20000,1.251199,19.499034,15.584275,3163.000000,0
perf,onemax_elite_dist,mpi,,23,20000,1.296616,21.270637,16.404731,3163.000000,0
perf,onemax_elite_dist,mpi,,24,20000,1.229716,19.609203,15.946121,3163.000000,0
perf,onemax_elite_dist,mpi,,25,20000,1.251320,18.848462,15.062864,3163.000000,0
